n,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,o1,uri,,1.0,1
n,http://www.openlinksw.com/schemas/virtrdf#qmvaAlias,o2,literal,,1.0,1
n,http://www.openlinksw.com/schemas/virtrdf#qmvaTableName,o3,literal,,1.0,1
